Cibotium schiedei
Stenocereus pruinosus
Stenocereus queretaroensis
Stenocereus quevedonis
Stenocereus standleyi
Stenocereus stellatus
Stenocereus treleasei
Strombocactus corregidorae
Strombocactus disciformis
Thelocactus conothelos
Thelocactus hastifer
Thelocactus heterocromus
Thelocactus hexaedrophorus
Thelocactus lausseri
Thelocactus macdowellii
Thelocactus panarottoanus
Thelocactus rinconensis
Thelocactus tepelmemensis
Thelocactus tulensis
Turbinicarpus alonsoi
Turbinicarpus gielsdorfianus
Turbinicarpus graminispinus
Turbinicarpus heliae
Turbinicarpus hoferi
Turbinicarpus jauernigii
Turbinicarpus laui
Turbinicarpus lophophoroides
Turbinicarpus nieblae
Turbinicarpus pseudopectinatus
Turbinicarpus roseiflorus
Turbinicarpus saueri
Turbinicarpus schmiedickeanus
Turbinicarpus swobodae
Turbinicarpus valdezianus
Turbinicarpus viereckii
Weberocereus alliodorus
x Pachebergia apicicostata
X Pachgerocereus orcuttii
Arenaria gypsostrata
Arenaria hintoniorum
Arenaria mexicana
Arenaria oresbia
Arenaria patula
Arenaria tequilana
Cerastium hintoniorum
Cerastium madrense
Cerastium orithales
Cerastium purpusii
Cerastium ramigerum
Cerastium sinaloense
Cerastium tolucense
Cerdia glauca
Cerdia virescens
Drymaria anomala
Drymaria axillaris
Drymaria barkleyi
Drymaria coahuilana
Drymaria confusa
Drymaria conzattii
Drymaria crassifolia
Drymaria debilis
Drymaria elata
Drymaria excisa
Drymaria holosteoides
Drymaria jenniferae
Drymaria longepedunculata
Drymaria lyropetala
Drymaria malachioides
Drymaria nodosa
Drymaria pattersonii
Drymaria polycarpoides
Drymaria polystachya
Drymaria pratheri
Drymaria stipitata
Drymaria subumbellata
Drymaria suffruticosa
Drymaria tenuis
Drymaria townsendii
Drymaria xerophylla
Lychnis mexicana
Minuartia moehringioides
Paronychia albomarginata
Paronychia congesta
Paronychia hintoniorum
Paronychia mexicana
Pentacaena polycnemoides
Scopulophila parryi
Silene chihuahuensis
Spergularia mexicana
Stellaria hintoniorum
Stellaria miahuatlana
Frankenia gypsophila
Frankenia margaritae
Cistanthe guadalupensis
Phemeranthus mexicanus
Phemeranthus multiflorus
Phemeranthus napiformis
Phemeranthus oligospermus
Abronia carterae
Acleisanthes nana
Acleisanthes palmeri
Acleisanthes purpusiana
Acleisanthes undulata
Anulocaulis hintoniorum
Boerhavia alata
Boerhavia brandegeei
Boerhavia ciliata
Boerhavia maculata
Boerhavia repens
Boerhavia traubae
Boerhavia xanti
Commicarpus coctoris
Commicarpus praetermissus
Mirabilis donahooiana
Mirabilis exserta
Mirabilis gracilis
Mirabilis grandiflora
Mirabilis hintoniorum
Mirabilis nesomii
Mirabilis oaxacae
Mirabilis oligantha
Mirabilis polonii
Mirabilis pringlei
Mirabilis sanguinea
Mirabilis suffruticosa
Mirabilis triflora
Mirabilis urbani
Neea chiapensis
Neea fagifolia
Neea turbinata
Okenia grandiflora
Okenia parviflora
Pisonia calafia
Pisonia capitata
Pisonia flavescens
Salpianthus aequalis
Salpianthus arenarius
Salpianthus macrodontus
Salpianthus standleyi
Nowickea glabra
Nowickea xolocotzii
Plumbago pulchella
Coccoloba chiapensis
Coccoloba floresii
Coccoloba goldmanii
Coccoloba humboldtii
Coccoloba jurgenseni
Coccoloba lapathifolia
Coccoloba ortizii
Coccoloba tunii
Chorizanthe flava
Chorizanthe inequalis
Chorizanthe interposita
Chorizanthe jonesiana
Chorizanthe mutabilis
Chorizanthe pulchella
Chorizanthe rosulenta
Chorizanthe turbinata
Eriogonum angelense
Eriogonum ciliatum
Eriogonum daduchum
Eriogonum encelioides
Eriogonum fastigiatum
Eriogonum fimbriatum
Eriogonum galioides
Eriogonum grande
Eriogonum henricksonii
Eriogonum intricatum
Eriogonum molle
Eriogonum moranii
Eriogonum orcuttianum
Eriogonum pondii
Eriogonum preclarum
Eriogonum repens
Eriogonum scalare
Eriogonum turneri
Eriogonum viscanum
Eriogonum zapatoense
Harfordia macroptera
Lastarriaea coriacea
Lastarriaea ptilota
Podopterus cordifolius
Polygonum aubertii
Polygonum longiocreatum
Polygonum paniculatum
Polygonum pringlei
Rumex flexicaulis
Ruprechtia fusca
Ruprechtia laevigata
Ruprechtia pallida
Ruprechtia standleyana
Portulaca almeviae
Portulaca californica
Portulaca guanajuatensis
Portulaca johnstonii
Portulaca juliomartinezii
Portulaca matthewsii
Portulaca rzedowskiana
Stegnosperma sanchezii
Talinum attenuatum
Acanthothamnus aphyllus
Celastrus lenticellatus
Celastrus liebmannii
Celastrus pringlei
Celastrus tetramerus
Crossopetalum densiflorum
Crossopetalum glabrum
Crossopetalum managuatillo
Crossopetalum minimiflorum
Crossopetalum oxyphyllum
Elaeodendron laneanum
Euonymus corymbosus
Euonymus chiapensis
Euonymus mexicanus
Maytenus calzadae
Maytenus chiapensis
Maytenus purpusii
Maytenus repanda
Maytenus stipitata
Maytenus wendtii
Mortonia diffusa
Mortonia latisepala
Mortonia palmeri
Orthosphenia mexicana
Quetzalia pauciflora
Quetzalia schiedeana
Quetzalia stipitata
Rhacoma macrocarpa
Rhacoma scoparia
Rzedowskia tolantongensis
Schaefferia lottiae
Schaefferia oaxacana
Schaefferia ovatifolia
Schaefferia pilosa
Schaefferia shrevei
Schaefferia stenophylla
Wimmeria acuminata
Wimmeria chiapensis
Wimmeria lanceolata
Wimmeria lundelliana
Wimmeria mexicana
Wimmeria microphylla
Wimmeria montana
Wimmeria obtusifolia
Wimmeria persicifolia
Wimmeria serrulata
Zinowiewia concinna
Zinowiewia matudae
Zinowiewia pauciflora
Deutzia mexicana
Deutzia occidentalis
Deutzia pringlei
Fendlera tamaulipana
Fendlerella lasiopetala
Fendlerella mexicana
Fendlerella queretana
Hydrangea nebulicola
Hydrangea seemannii
Philadelphus affinis
Philadelphus asperifolius
Philadelphus bifidus
Philadelphus calcicolus
Philadelphus coulteri
Philadelphus karwinskyanus
Philadelphus pringlei
Philadelphus pueblanus
Philadelphus sargentianus
Eucnide aurea
Eucnide cordata
Eucnide chiapasana
Eucnide durangensis
Eucnide floribunda
Eucnide grandiflora
Eucnide hypomalaca
Eucnide lobata
Eucnide tenella
Eucnide xylinea
Gronovia longiflora
Mentzelia adhaerens
Mentzelia arborescens
Mentzelia conzattii
Mentzelia desertorum
Mentzelia gypsophila
Mentzelia hintoniorum
Mentzelia isolata
Mentzelia sinuata
Petalonyx crenatus
Schismocarpus matudae
Schismocarpus pachypus
Velascoa recondita
Staphylea pringlei
Apodanthes pringlei
Begonia abaculoides
Begonia alice-clarkae
Begonia almedana
Begonia angustiloba
Begonia asteroides
Begonia balmisiana
Begonia barkeri
Begonia bettinae
Begonia boissieri
Begonia bowerae
Begonia breedlovei
Begonia calzadae
Begonia carrieae
Begonia corzoensis
Begonia cristobalensis
Begonia cucullata
Begonia cuernavacensis
Begonia cylindrata
Begonia chiapensis
Begonia chivatoa
Begonia dealbata
Begonia extranea
Begonia falciloba
Begonia faustinoi
Begonia fernaldiana
Begonia fimbriata
Begonia fusibulba
Begonia glandulosa
Begonia gracilior
Begonia hintoniana
Begonia hispidavillosa
Begonia hubertii
Begonia humilis
Begonia hydrocotylifolia
Begonia imperialis
Begonia incarnata
Begonia jaliscana
Begonia karwinskyana
Begonia kenworthyae
Begonia knoopii
Begonia lachaoensis
Begonia lyman-smithii
Begonia lyniceorum
Begonia maculata
Begonia macvaughii
Begonia makrinii
Begonia mariti
Begonia martinezii
Begonia matudae
Begonia mazae
Begonia mexicana
Begonia michoacana
Begonia monophylla
Begonia multistaminea
Begonia nemoralis
Begonia ornithocarpa
Begonia palmeri
Begonia pedata
Begonia philodendroides
Begonia plantaginea
Begonia portillana
Begonia pudica
Begonia rafael-torresii
Begonia rhodochlamys
Begonia sandtii
Begonia sousae
Begonia squarrosa
Begonia tacana
Begonia tapatia
Begonia tenuis
Begonia tlapensis
Begonia uniflora
Begonia uruapensis
Begonia violifolia
Begonia viscida
Begonia xilitlensis
Begonia xochiatencana
Apatzingania arachoidea
Apodanthera aspera
Apodanthera crispa
Apodanthera cucurbitoides
Apodanthera palmeri
Apodanthera roseana
Cucurbita cordata
Cucurbita cylindrata
Cucurbita fraterna
Cucurbita galeotii
Cucurbita okeechobeensis
Cucurbita pedatifolia
Cucurbita radicans
Cucurbita x scabridifolia
Cyclanthera dieterleana
Cyclanthera entata
Cyclanthera heiseri
Cyclanthera jeffreyi
Cyclanthera jonesii
Cyclanthera micrantha
Cyclanthera minima
Cyclanthera monticola
Cyclanthera rostrata
Cyclanthera tamnoides
Cyclanthera testudinea
Chalema synanthera
Dieterlea fusiformis
Dieterlea maxima
Echinopepon cirrhopedunculatus
Echinopepon minimus
Echinopepon peninsularis
Echinopepon tultitlanapaensis
Hanburia mexicana
Ibervillea hypoleuca
Ibervillea sonorae
Luffa quinquefida
Melothria pringlei
Microsechium gonzalo-palomae
Parasicyos dieterleae
Peponopsis adhaerens
Psiguria tabascensis
Rytidostylis longisepala
Schizocarpum attenuatum
Schizocarpum dieterleae
Schizocarpum liebmannii
Schizocarpum longisepalum
Schizocarpum palmeri
Schizocarpum parviflorum
Schizocarpum reflexum
Schizocarpum tripodum
Sechiopsis diptera
Sechiopsis distincta
Sechiopsis tetraptera
Sechiopsis triquetra
Sechium chinantlense
Sechium hintonii
Sechium mexicanum
Sicydium daviliae
Sicyos acerifolius
Sicyos bulbosus
Sicyos collinus
Sicyos cordifolius
Sicyos dieterleae
Sicyos mcvaughii
Sicyos microphyllus
Sicyos peninsularis
Sicyos sinaloae
Tumamoca mucronata
Vaseyanthus brandegeei
Vaseyanthus insularis
Viburnum caudatum
Viburnum ciliatum
Viburnum elatum
Viburnum loeseneri
Viburnum membranaceum
Viburnum microcarpum
Viburnum obtusatum
Viburnum stenocalyx
Viburnum sulcatum
Viburnum tiliifolium
Abelia coriacea
Abelia floribunda
Abelia grandifolia
Abelia mexicana
Abelia occidentalis
Lonicera cerviculata
Lonicera mexicana
Lonicera pilosa
Symphoricarpos longiflorus
Valeriana albonervata
Valeriana apiifolia
Valeriana ceratophylla
Valeriana chiapensis
Valeriana densiflora
Valeriana emmanuelii
Valeriana laciniosa
Valeriana moorei
Valeriana naidae
Valeriana otomiana
Valeriana palmatiloba
Valeriana palmeri
Valeriana pratensis
Valeriana rzedowskiorum
Valeriana selerorum
Valeriana tanacetifolia
Valeriana totzilana
Valeriana vaginata
Valeriana zamoranensis
Valeriana zapotecana
Saurauia comitis-rossei
Saurauia madrensis
Saurauia matudae
Saurauia pustulata
Saurauia radlkoferi
Saurauia serrata
Impatiens mexicana
Clethra alcoceri
Clethra breedlovei
Clethra conzattiana
Clethra chiapensis
Clethra fragrans
Clethra hartwegii
Clethra hirsutovillosa
Clethra integerrima
Clethra kenoyeri
Clethra luzmariae
Clethra pringlei
Clethra purpusii
Clethra rosei
Clethra tuxtlensis
Clethra x parvifolia
Diospyros acapulcensis
Diospyros aequoris
Diospyros alisu
Diospyros blepharophylla
Diospyros californica
Diospyros intricata
Diospyros johnstoniana
Diospyros latifolia
Diospyros oaxacana
Diospyros palmeri
Diospyros reinae
Diospyros riojae
Diospyros sonorae
Diospyros sphaerantha
Diospyros torresii
Diospyros tuxtlensis
Diospyros xolocotzii
Agarista sleumeri
Agarista villarrealana
Andromeda squamulosa
Arbutus bicolor
Arbutus madrensis
Arbutus occidentalis
Arbutus tessellata
Arctostaphylos angustifolia
Arctostaphylos australis
Arctostaphylos bolensis
Arctostaphylos lanata
Arctostaphylos lucida
Arctostaphylos moranii
Cavendishia latifolia
Comarostaphylis glaucescens
Comarostaphylis longifolia
Comarostaphylis macvaughii
Comarostaphylis mucronata
Comarostaphylis polifolia
Comarostaphylis sharpii
Comarostaphylis spinulosa
Gaultheria angustifolia
Gaultheria glaucifolia
Gaultheria ovata
Gaultheria parvifolia
Gaultheria pringlei
Gaultheria rigida
Gaultheria schultesii
Leucothoe acuminata
Orthaea stipitata
Vaccinium kunthianum
Vaccinium wilburii
Fouquieria burragei
Fouquieria columnaris
Fouquieria diguetii
Fouquieria fasciculata
Fouquieria formosa
Fouquieria leonilae
Fouquieria macdougalii
Fouquieria ochoterenae
Fouquieria purpusii
Fouquieria shrevei
Eschweilera mexicana
Marcgravia stonei
Cleyera cernua
Cleyera integrifolia
Cleyera serrulata
Cleyera velutina
Symplococarpon flavifolium
Ternstroemia acajetensis
Ternstroemia dentisepala
Ternstroemia hemsleyi
Ternstroemia huasteca
Ternstroemia maltbyi
Acanthogilia gloriosa
Allophyllum nemophilophyllum
Bryantiella palmeri
Cobaea biaurita
Cobaea paneroi
Cobaea pringlei
Cobaea rotundiflora
Cobaea stipularis
Dayia grantii
Dayia scabra
Dayia sonorae
Giliastrum gypsophilum
Giliastrum stewartii
Ipomopsis guttata
Ipomopsis monticola
Ipomopsis pinnata
Ipomopsis wendtii
Leptodactylon veatchii
Linanthus jamauensis
Linanthus laxus
Linanthus melingii
Linanthus uncialis
Linanthus vizcainensis
Loeselia amplectens
Loeselia campechiana
Loeselia grandiflora
Loeselia purpusii
Loeselia rupestris
Loeselia rzedowskii
Loeselia spectabilis
Loeselia tancitaroensis
Phlox mexicana
Phlox pattersinii
Polemonium grandiflorum
Polemonium melindae
Polemonium mexicanum
Ardisia bastonalensis
Ardisia breedlovei
Ardisia fendleri
Ardisia hyalina
Ardisia liebmannii
Ardisia mexicana
Ardisia verdisepala
Bonellia pringlei
Bonellia seleriana
Ctenardisia purpusii
Gentlea cuneifolia
Gentlea penduliflora
Jacquinia morenoana
Lysimachia mexicana
Parathesis bracteolata
Parathesis breedlovei
Parathesis calzadae
Parathesis cintalapana
Parathesis conzattii
Parathesis cuspidata
Parathesis ferruginea
Parathesis gracilis
Parathesis kochii
Parathesis lenticellata
Parathesis macronema
Parathesis mexicana
Parathesis minutiflora
Parathesis multiflora
Parathesis navarretei
Parathesis neei
Parathesis obtusa
Parathesis oerstediana
Parathesis pajapanensis
Parathesis parvissima
Parathesis perpunctata
Parathesis prionophylla
Parathesis pseudocalophylla
Parathesis psychotrioides
Parathesis rekoi
Parathesis rosea
Parathesis rubriflora
Parathesis schultesii
Parathesis subcoriacea
Parathesis tenorioi
Parathesis tenuis
Parathesis tetramera
Parathesis tuxtlensis
Parathesis villalobosii
Parathesis villosa
Parathesis wendtii
Samolus cinerascens
Samolus dichondrifolius
Pouteria rhynchocarpa
Sideroxylon altamiranoi
Sideroxylon brucebenzii
Sideroxylon cartilagineum
Sideroxylon eriocarpum
Sideroxylon eucuneifolium
Sideroxylon excavatum
Sideroxylon occidentale
Sideroxylon palmeri
Sideroxylon peninsulare
Sideroxylon socorrense
Sideroxylon verruculosum
Styrax austromexicanus
Styrax gentryi
Styrax jaliscana
Styrax lanceolatus
Styrax radians
Styrax ramirezii
Styrax tuxtlensis
Styrax uxpanapensis
Symplocos austromexicana
Symplocos citrea
Symplocos coccinea
Symplocos excelsa
Symplocos hintonii
Symplocos jurgensenii
Symplocos nigridentata
Symplocos novogaliciana
Symplocos pachycarpa
Symplocos schiedeana
Symplocos sousae
Acacia macmurphyi
Acaciella barrancana
Acaciella bicolor
Acaciella chamelensis
Acaciella goldmanii
Acaciella hartwegii
Acaciella holwayi
Acaciella igualensis
Acaciella painteri
Acaciella rosei
Acaciella sotoi
Acaciella sousae
Acaciella tequilana
Acaciella velutina
Acmispon distichus
Acmispon nudatus
Adenopodia gymnantha
Adenopodia oaxacana
Aeschynomene acapulcensis
Aeschynomene amorphoides
Aeschynomene hintonii
Aeschynomene langlassei
Aeschynomene lyonnetii
Aeschynomene nivea
Aeschynomene palmeri
Aeschynomene paucifoliolata
Aeschynomene petraea
Aeschynomene pinetorum
Aeschynomene purpusii
Aeschynomene rosei
Aeschynomene simulans
Aeschynomene sousae
Aeschynomene unijuga
Aeschynomene vigil
Albizia occidentalis
Albizia ortegae
Albizia sinaloensis
Amicia zygomeris
Amorpha apiculata
Andira galeottiana
Andira jaliscensis
Astragalus carminis
Astragalus cenorrhynchus
Astragalus circumdatus
Astragalus coahuilae
Astragalus coriaceus
Astragalus daleae
Astragalus diphacus
Astragalus ervoides
Astragalus esperanzae
Astragalus fastidius
Astragalus francisquitensis
Astragalus gentryi
Astragalus goldmanii
Astragalus greggii
Astragalus gruinus
Astragalus guanajuatensis
Astragalus harbisonii
Astragalus hartwegii
Astragalus helleri
Astragalus hidalgensis
Astragalus hintonii
Astragalus hornii
Astragalus hypoleucus
Astragalus idrietorum
Astragalus jaliscensis
Astragalus legionensis
Astragalus longissimus
Astragalus lyonnetii
Astragalus mario-sousae
Astragalus martinii
Astragalus micranthus
Astragalus moranii
Astragalus orcuttianus
Astragalus oxyphysopsis
Astragalus oxyrhynchus
Astragalus parvus
Astragalus pennellianus
Astragalus piscinus
Astragalus pomphocalyx
Astragalus potosinus
Astragalus pringlei
Astragalus prorifer
Astragalus pueblae
Astragalus purpusii
Astragalus quinqueflorus
Astragalus radicans
Astragalus regiomontanus
Astragalus rupertii
Astragalus sagitticarpus
Astragalus sanctorum
Astragalus sanguineus
Astragalus scalaris
Astragalus scutaneus
Astragalus sinaloae
Astragalus strigulosus
Astragalus tioides
Astragalus tolucanus
Astragalus zacatecanus
Ateleia albolutescens
Ateleia arsenii
Ateleia chiangii
Ateleia chicoasensis
Ateleia glabrata
Ateleia insularis
Ateleia mcvaughii
Ateleia sousae
Ateleia standleyana
Ateleia tenorioi
Ateleia truncata
Bauhinia amatlana
Bauhinia andrieuxii
Bauhinia bartlettii
Bauhinia coulteri
Bauhinia chapulhuacania
Bauhinia deserti
Bauhinia fryxellii
Bauhinia gypsicola
Bauhinia jucunda
Bauhinia macranthera
Bauhinia melastomatoidea
Bauhinia miriamae
Bauhinia pes-caprae
Bauhinia pringlei
Bauhinia ramirezii
Bauhinia ramosissima
Bauhinia subrotundifolia
Brongniartia abbottiae
Brongniartia alamosana
Brongniartia argentea
Brongniartia argyrophylla
Brongniartia capitata
Brongniartia cordata
Brongniartia cuneata
Brongniartia diffusa
Brongniartia discolor
Brongniartia foliolosa
Brongniartia funiculata
Brongniartia glabrata
Brongniartia goldmanii
Brongniartia guerrerensis
Brongniartia guiengolensis
Brongniartia harrisii
Brongniartia herbacea
Brongniartia hirsuta
Brongniartia imitator
Brongniartia inconstans
Brongniartia intermedia
Brongniartia luisana
Brongniartia lunata
Brongniartia lupinoides
Brongniartia magnibracteata
Brongniartia minima
Brongniartia mollicula
Brongniartia mollis
Brongniartia montalvoana
Brongniartia mortonii
Brongniartia norrisii
Brongniartia nudiflora
Brongniartia oligosperma
Brongniartia pacifica
Brongniartia papyracea
Brongniartia parryi
Brongniartia parvifolia
Brongniartia peninsularis
Brongniartia podalyrioides
Brongniartia pringlei
Brongniartia proteranthera
Brongniartia riesebergii
Brongniartia rozynskii
Brongniartia shrevei
Brongniartia sousae
Brongniartia suberea
Brongniartia tenuifolia
Brongniartia trifoliata
Brongniartia vazquezii
Brongniartia vicioides
Brongniartia yahualica
Caesalpinia major
Caesalpinia pringlei
Calliandra bifoliolata
Calliandra bijuga
Calliandra californica
Calliandra colimae
Calliandra cualensis
Calliandra dolichopoda
Calliandra erythrocephala
Calliandra estebanensis
Calliandra hintonii
Calliandra hirsuta
Calliandra juzepczukii
Calliandra laevis
Calliandra longipedicellata
Calliandra matudae
Calliandra palmeri
Calliandra peninsularis
Calliandra physocalyx
Calliandra pityophila
Calliandra ricoana
Calliandra rubescens
Calliandra sesquipedalis
Calliandra sinaloana
Calliandra strigillosa
Calliandropsis nervosus
Canavalia acuminata
Canavalia dura
Canavalia palmeri
Canavalia septentrionalis
Cassia hintonii
Centrosema galeottii
Centrosema schottii
Centrosema unifoliatum
Clitoria humilis
Clitoria monticola
Clitoria triflora
Cojoba haematoloba
Cojoba mariaelenae
Cojoba matudae
Cologania capitata
Cologania cordata
Cologania hintoniorum
Cologania hirta
Cologania intermedia
Cologania jaliscana
Cologania racemosa
Cologania tenuis
Conzattia chiapensis
Conzattia multiflora
Coulteria glabra
Coulteria platyloba
Coulteria pumila
Coulteria rosalindamedinae
Coursetia barrancana
Coursetia chiapensis
Coursetia diversifolia
Coursetia hidalgoana
Coursetia hintonii
Coursetia insomniifolia
Coursetia madrensis
Coursetia mollis
Coursetia oaxacensis
Coursetia paniculata
Coursetia planipetiolata
Coursetia polyphylla
Coursetia robinioides
Crotalaria brevipedunculata
Crotalaria bupleurifolia
Crotalaria chiapensis
Crotalaria filifolia
Crotalaria gloriosa
Crotalaria lidiae
Crotalaria mexicana
Crotalaria monticola
Crotalaria nayaritensis
Crotalaria polyphylla
Crotalaria rzedowskii
Chamaecrista calycioides
Chamaecrista lineata
Chamaecrista punctulata
Dalbergia congestiflora
Dalbergia granadillo
Dalbergia modesta
Dalbergia palo-escrito
Dalbergia rhachiflexa
Dalea abietifolia
Dalea acracarpica
Dalea aenigma
Dalea alamosana
Dalea ananassa
Dalea bacchantum
Dalea boraginea
Dalea botterii
Dalea brandegeei
Dalea caeciliae
Dalea capitata
Dalea cinnamomea
Dalea conetensis
Dalea confusa
Dalea cora
Dalea crassifolia
Dalea cyanea
Dalea choanosema
Dalea daucosma
Dalea dipsacea
Dalea divaricata
Dalea dorycnioides
Dalea elata
Dalea emmae
Dalea eriophylla
Dalea erythrorhiza
Dalea escobilla
Dalea estoraxana
Dalea filiciformis
Dalea gymnocodon
Dalea gypsophila
Dalea hegewischiana
Dalea hemsleyana
Dalea hintonii
Dalea holwayi
Dalea illustris
Dalea insignis
Dalea janosensis
Dalea juncea
Dalea lagopina
Dalea lamprostachya
Dalea leptostachya
Dalea leucostachya
Dalea luisana
Dalea maritima
Dalea mcvaughii
Dalea megalostachys
Dalea melantha
Dalea mexiae
Dalea minutifolia
Dalea mixteca
Dalea mucronata
Dalea nelsonii
Dalea nemaphyllidia
Dalea nobilis
Dalea obreniformis
Dalea pectinata
Dalea pinetorum
Dalea piptostegia
Dalea plantaginoides
Dalea polycephala
Dalea polystachya
Dalea prostrata
Dalea pulchella
Dalea purpusii
Dalea radicans
Dalea reclinata
Dalea revoluta
Dalea rosarum
Dalea rubriflora
Dalea rubrolutea
Dalea rupertiana
Dalea rupertii
Dalea rzedowskii
Dalea saffordii
Dalea schiblii
Dalea sericocalyx
Dalea similis
Dalea simulatrix
Dalea sousae
Dalea thouinii
Dalea tinctoria
Dalea tolteca
Dalea transiens
Dalea trifoliata
Dalea trochilina
Dalea uniflora
Dalea verna
Dalea vetula
Dalea virgata
Dalea viridiflora
Dalea wigginsii
Dalea zimapanica
Denisophytum sessilifolium
Dermatophyllum juanhintonianum
Dermatophyllum purpusii
Desmanthus balsensis
Desmanthus fruticosus
Desmanthus interior
Desmanthus oligospermus
Desmanthus painteri
Desmanthus pringlei
Desmanthus pumilus
Desmodium alamanii
Desmodium ambiguum
Desmodium amplistipulaceum
Desmodium angustatum
Desmodium asperum
Desmodium bellum
Desmodium bioculatum
Desmodium callilepis
Desmodium canaliculatum
Desmodium conzattii
Desmodium cordistipulum
Desmodium crassum
Desmodium chartaceum
Desmodium decipiens
Desmodium densiflorum
Desmodium foliosum
Desmodium ghiesbreghtii
Desmodium guadalajaranum
Desmodium helleri
Desmodium hookerianum
Desmodium jaliscanum
Desmodium leptoclados
Desmodium leptomeres
Desmodium lupulinum
Desmodium macropodium
Desmodium macrostachyum
Desmodium madrense
Desmodium mexiae
Desmodium michelianum
Desmodium michoacanum
Desmodium monticola
Desmodium nitidum
Desmodium novogalicianum
Desmodium occidentale
Desmodium orizabanum
Desmodium painteri
Desmodium pallidum
Desmodium plectocarpum
Desmodium prodigum
Desmodium prostratum
Desmodium pseudoamplifolium
Desmodium purpusianum
Desmodium raymundoramirezii
Desmodium saxatile
Desmodium scalare
Desmodium schindleri
Desmodium sericocarpum
Desmodium skinneri
Desmodium subrosum
Desmodium subsessile
Desmodium subspicatum
Desmodium sumichrastii
Desmodium sylvicola
Desmodium tastense
Desmodium urarioides
Desmodium volubile
Desmodium xylopodium
Diphysa macrocarpa
Diphysa microphylla
Diphysa minutifolia
Diphysa occidentalis
Diphysa ormocarpoides
Diphysa puberulenta
Diphysa punctata
Diphysa racemosa
Diphysa suberosa
Diphysa villosa
Ebenopsis confinis
Eriosema corymboides
Eriosema laetum
Eriosema longicalyx
Eriosema multiflorum
Eriosema palmeri
Eriosema rugosum
Errazurizia benthamii
Errazurizia megacarpa
Erythrina americana
Erythrina batolobium
Erythrina berenices
Erythrina breviflora
Erythrina chiapasana
Erythrina florenciae
Erythrina goldmanii
Erythrina horrida
Erythrina lanata
Erythrina leptorhiza
Erythrina montana
Erythrina oaxacana
Erythrina oliviae
Erythrina pudica
Erythrina sierra
Erythrina sousae
Erythrina tuxtlana
Erythrostemon acapulcensis
Erythrostemon caladenia
Erythrostemon coccineus
Erythrostemon epifanioi
Erythrostemon guevarafeferii
Erythrostemon hintonii
Erythrostemon hughesii
Erythrostemon laxus
Erythrostemon macvaughii
Erythrostemon melanadenius
Erythrostemon nelsonii
Erythrostemon palmeri
Erythrostemon pannosus
Erythrostemon placidus
Erythrostemon robinsonianus
Erythrostemon sousanus
Erythrostemon standleyi
Eysenhardtia byei
Eysenhardtia officinalis
Eysenhardtia parvifolia
Eysenhardtia peninsularis
Eysenhardtia platycarpa
Eysenhardtia punctata
Eysenhardtia schizocalyx
Eysenhardtia subcoriacea
Galactia brachystachys
Galactia densiflora
Galactia dubia
Galactia incana
Galactia viridiflora
Gliricidia robusta
Guinetia tehuantepecensis
Haematoxylum sousanum
Harpalyce arborescens
Harpalyce macrobotrya
Harpalyce mexicana
Harpalyce pringlei
Harpalyce sousae
Havardia mexicana
Havardia sonorae
Hesperothamnus ehrenbergii
Hesperothamnus littoralis
Hesperothamnus pentaphyllus
Hesperothamnus purpusii
Heteroflorum sclerocarpum
Hoffmannseggia humilis
Hoffmannseggia intricata
Hoffmannseggia montana
Hoffmannseggia peninsularis
Hoffmannseggia watsonii
Hybosema robustum
Indigofera acasonicae
Indigofera constricta
Indigofera conzattii
Indigofera coronilloides
Indigofera cuernavacana
Indigofera densiflora
Indigofera discolor
Indigofera floresii
Indigofera fruticosa
Indigofera hirsutissima
Indigofera incompta
Indigofera jaliscensis
Indigofera lancifolia
Indigofera magallanesii
Indigofera matudae
Indigofera nana
Indigofera nelsonii
Indigofera palmeri
Indigofera platycarpa
Indigofera pueblensis
Indigofera purpusii
Indigofera salmoniflora
Indigofera sinaloensis
Indigofera sphinctosperma
Indigofera tumidula
Inga andersonii
Inga appendiculata
Inga calcicola
Inga colimana
Inga chiapensis
Inga eriocarpa
Inga huastecana
Inga ismaelis
Inga lacustris
Inga latibracteata
Inga sinacae
Lathyrus schaffneri
Lathyrus whitei
Leptospron gentryi
Leucaena confertiflora
Leucaena cuspidata
Leucaena involucrata
Leucaena lanceolata
Leucaena macrophylla
Leucaena matudae
Leucaena x mixtec
Libidibia sclerocarpa
Lonchocarpus andrieuxii
Lonchocarpus angusticarpus
Lonchocarpus argyrotrichus
Lonchocarpus balsensis
Lonchocarpus barbatus
Lonchocarpus brachyanthus
Lonchocarpus caudatus
Lonchocarpus cochleatus
Lonchocarpus comitensis
Lonchocarpus constrictus
Lonchocarpus crassicalyx
Lonchocarpus dumetorum
Lonchocarpus emarginatus
Lonchocarpus epigaeus
Lonchocarpus eriocarinalis
Lonchocarpus eriophyllus
Lonchocarpus foveolatus
Lonchocarpus fuscopurpureus
Lonchocarpus galeottianus
Lonchocarpus grandifoliolatus
Lonchocarpus guerrerensis
Lonchocarpus gyroides
Lonchocarpus hermannii
Lonchocarpus hidalgensis
Lonchocarpus hintonii
Lonchocarpus huetamoensis
Lonchocarpus isthmensis
Lonchocarpus jaliscensis
Lonchocarpus latimarginatus
Lonchocarpus longipedicellatus
Lonchocarpus longipedunculatus
Lonchocarpus magallanesii
