Cibotium schiedei
Trema laxiflora
Dorstenia excentrica
Dorstenia uxpanapana
Ficus calyculata
Ficus fuscescens
Ficus lapathifolia
Ficus petiolaris
Ficus pringlei
Ficus rzedowskiana
Trophis noraminervae
Ceanothus buxifolius
Ceanothus depressus
Ceanothus fernandezii
Ceanothus lanuginosus
Ceanothus ochraceus
Ceanothus pauciflorus
Colubrina angustior
Colubrina ehrenbergii
Colubrina johnstonii
Colubrina macrocarpa
Colubrina sordida
Colubrina viridis
Condalia brandegeei
Condalia fasciculata
Condalia mirandana
Condalia rigida
Condalia sonorae
Condalia velutina
Frangula chimalapensis
Frangula dianthes
Frangula hintonii
Frangula inconspicua
Frangula longistyla
Frangula mcvaughii
Frangula microphylla
Frangula palmeri
Frangula pinetorum
Frangula scopulorum
Frangula surotatensis
Frangula wendtii
Gouania conzattii
Gouania guiengolensis
Gouania rosei
Gouania stipularis
Karwinskia johnstonii
Karwinskia latifolia
Karwinskia mollis
Karwinskia rzedowskii
Karwinskia subcordata
Karwinskia tehuacana
Karwinskia umbellata
Karwinskia venturae
Rhamnus biglandulosa
Rhamnus calderoniae
Rhamnus macrocarpa
Rhamnus rosei
Sageretia mexicana
Sarcomphalus amole
Sarcomphalus lloydii
Sarcomphalus mexicana
Sarcomphalus pedunculatus
Sarcomphalus yucatanensis
Ventia standleyana
Agrimonia pringlei
Cercocarpus fothergilloides
Cercocarpus macrophyllus
Cercocarpus mexicanus
Cercocarpus mojadensis
Cercocarpus pringlei
Cercocarpus rzedowskii
Crataegus aurescens
Crataegus baroussana
Crataegus cuprina
Crataegus gracilior
Crataegus grandifolia
Crataegus johnstonii
Crataegus lindenii
Crataegus rosei
Crataegus serratissima
Crataegus sulfurea
Crataegus tracyi
Fragaria mexicana
Geum mexicanum
Holodiscus orizabae
Holodiscus pachydiscus
Ivesia argyrocoma
Lachemilla mexiquense
Lachemilla orizabensis
Lachemilla velutina
Lindleya mespiloides
Malacomeles paniculata
Malacomeles pringlei
Malacomeles psilantha
Photinia guerreris
Photinia mexicana
Photinia oblongifolia
Photinia parviflora
Potentilla candicans
Potentilla comaroides
Potentilla durangensis
Potentilla ehrenbergiana
Potentilla horrida
Potentilla leonina
Potentilla leptopetala
Potentilla macdonaldii
Potentilla mexiae
Potentilla oaxacana
Potentilla queretarensis
Potentilla ranunculoides
Potentilla richardii
Potentilla rubra
Potentilla townsendii
Prunus cercocarpifolia
Prunus erythroxylon
Prunus ferruginea
Prunus gentryi
Prunus hintonii
Prunus matudae
Prunus microphylla
Prunus ochoterenae
Prunus samydoides
Prunus tartarea
Prunus tetradenia
Prunus tuberculata
Prunus zinggii
Purshia plicata
Rosa moschata
Rosa noisettiana
Rubus alnifolius
Rubus caudatisepalus
Rubus cymosus
Rubus humistratus
Rubus liebmannii
Rubus macvaughianus
Rubus nelsonii
Rubus palmeri
Rubus philyrophyllus
Rubus pseudofagifolius
Rubus pumilus
Rubus schiedeanus
Rubus sierrae
Rubus uhdeanus
Rubus verae-crucis
Vauquelinia australis
Xerospiraea hartwegiana
Myriocarpa brachystachys
Myriocarpa cordifolia
Myriocarpa trifurca
Parietaria decoris
Parietaria macrophylla
Pilea falcata
Pilea mexicana
Pilea pteridophylla
Pilea serpyllifolia
Pilea vulcanica
Pouzolzia pringlei
Pouzolzia purpusii
Urera martiniana
Urera pacifica
Urtica orizabae
Urtica praetermissa
Urtica spiralis
Urtica subincisa
Cladocolea andrieuxii
Cladocolea coyucae
Cladocolea cupulata
Cladocolea dimorpha
Cladocolea diversifolia
Cladocolea glauca
Cladocolea gracilis
Cladocolea grahamii
Cladocolea hintonii
Cladocolea inconspicua
Cladocolea inorna
Cladocolea kuijtii
Cladocolea loniceroides
Cladocolea mcvaughii
Cladocolea microphylla
Cladocolea molotensis
Cladocolea pedicellata
Cladocolea pringlei
Cladocolea spathiflora
Cladocolea stricta
Psittacanthus auriculatus
Psittacanthus breedlovei
Psittacanthus macrantherus
Psittacanthus palmeri
Psittacanthus sonorae
Struthanthus alnii
Struthanthus capitatus
Struthanthus condensatus
Struthanthus deppeanus
Struthanthus grahamii
Struthanthus inconspicuus
Struthanthus inornus
Struthanthus macrostachyus
Struthanthus palmeri
Agonandra obtusifolia
Agonandra ovatifolia
Arceuthobium abietis-religiosae
Arceuthobium durangense
Arceuthobium oaxacanum
Arceuthobium pendens
Arceuthobium rubrum
Arceuthobium strictum
Arceuthobium verticilliflorum
Arceuthobium yecorense
Dendrophthora mexicana
Phoradendron brevifolium
Phoradendron carneum
Phoradendron decipiens
Phoradendron diguetii
Phoradendron dolichocarpum
Phoradendron falcifer
Phoradendron flavum
Phoradendron forestierae
Phoradendron galeottii
Phoradendron greggii
Phoradendron hawksworthii
Phoradendron iltisiorum
Phoradendron kingii
Phoradendron lanatum
Phoradendron lanceolatum
Phoradendron longifolium
Phoradendron minutifolium
Phoradendron nudum
Phoradendron olae
Phoradendron olivae
Phoradendron oliverianum
Phoradendron palmeri
Phoradendron perredactum
Phoradendron puberulum
Phoradendron purpusii
Phoradendron ramosissimum
Phoradendron rhipsalinum
Phoradendron saltillense
Phoradendron teretifolium
Phoradendron tetrapterum
Phoradendron thyrsoideum
Phoradendron wawrae
Schoepfia californica
Schoepfia pringlei
Schoepfia shreveana
Ximenia parviflora
Ximenia pubescens
Actinocheita filicina
Amphipterygium adstringens
Amphipterygium glaucum
Amphipterygium molle
Bonetiella anomala
Comocladia macrophylla
Comocladia mollissima
Comocladia palmeri
Comocladia repanda
Cotinus carranzae
Cotinus chiangii
Cyrtocarpa edulis
Cyrtocarpa kruseana
Cyrtocarpa procera
Pachycormus discolor
Pseudosmodingium andrieuxii
Pseudosmodingium barkleyi
Pseudosmodingium perniciosum
Pseudosmodingium rhoifolium
Pseudosmodingium virletii
Rhus andrieuxii
Rhus arsenei
Rhus barclayi
Rhus ciliolata
Rhus chiangii
Rhus chondroloma
Rhus duckeri
Rhus eximia
Rhus galeottii
Rhus hartmanii
Rhus jaliscana
Rhus lentii
Rhus mollis
Rhus muelleri
Rhus nelsonii
Rhus oaxacana
Rhus pachyrrhachis
Rhus standleyi
Rhus tamulipana
Rhus tepetate
Tapirira chimalapana
Tapirira purpusii
Beiselia mexicana
Bursera altijuga
Bursera aptera
Bursera arborea
Bursera arida
Bursera ariensis
Bursera aspleniifolia
Bursera attenuata
Bursera bicolor
Bursera biflora
Bursera bolivarii
Bursera bonetii
Bursera cerasifolia
Bursera cinerea
Bursera citronella
Bursera collina
Bursera confusa
Bursera copallifera
Bursera coyucensis
Bursera crenata
Bursera cuneata
Bursera chemapodicta
Bursera denticulata
Bursera discolor
Bursera dubia
Bursera epinnata
Bursera esparzae
Bursera exequielii
Bursera filicifolia
Bursera fragilis
Bursera fragrantissima
Bursera galeottiana
Bursera glabrifolia
Bursera grandifolia
Bursera heliae
Bursera hindsiana
Bursera hintonii
Bursera infernidialis
Bursera instabilis
Bursera isthmica
Bursera jerzyi
Bursera kerberi
Bursera krusei
Bursera lancifolia
Bursera laurihuertae
Bursera laxiflora
Bursera linanoe
Bursera littoralis
Bursera longipes
Bursera macvaughiana
Bursera madrigalii
Bursera martae
Bursera medranoana
Bursera mirandae
Bursera multifolia
Bursera multijuga
Bursera occulta
Bursera palaciosii
Bursera palmeri
Bursera paradoxa
Bursera penicillata
Bursera pontiveteris
Bursera ribana
Bursera roseana
Bursera rupicola
Bursera rzedowskii
Bursera sarcopoda
Bursera sarukhanii
Bursera silviae
Bursera simplex
Bursera stenophylla
Bursera submoniliformis
Bursera subtrifoliata
Bursera suntui
Bursera tecomaca
Bursera toledoana
Bursera trifoliolata
Bursera trimera
Bursera vazquezyanesii
Bursera vejar-vazquezii
Bursera velutina
Bursera xochipalensis
Bursera xolocotzii
Bursera zapoteca
Cedrela discolor
Cedrela oaxacensis
Trichilia japurensis
Trichilia oligantha
Amyris carterae
Amyris cordata
Amyris chiapensis
Amyris jorgemeavei
Amyris lurida
Amyris marshii
Amyris mexicana
Amyris monophylla
Amyris purpusii
Amyris rekoi
Amyris roseomaculata
Amyris staminosa
Amyris thyrsiflora
Casimiroa calderoniae
Casimiroa greggii
Casimiroa pringlei
Casimiroa pubescens
Casimiroa watsonii
Choisya katherinae
Choisya neglecta
Choisya palmeri
Choisya ternata
Decatropis bicolor
Decazyx esparzae
Esenbeckia bicolor
Esenbeckia calentana
Esenbeckia collina
Esenbeckia conspecta
Esenbeckia dorantesii
Esenbeckia feddemae
Esenbeckia flava
Esenbeckia hartmanii
Esenbeckia macrantha
Esenbeckia nesiotica
Esenbeckia ovata
Esenbeckia stephani
Esenbeckia vazquezii
Esenbeckia velutina
Helietta lottiae
Helietta lucida
Megastigma balsense
Megastigma chiangii
Megastigma galeottii
Megastigma morenoi
Peltostigma eximium
Polyaster boronioides
Ptelea aptera
Stauranthus conzattii
Thamnosma pailense
Thamnosma stanfordii
Thamnosma trifoliatum
Zanthoxylum arborescens
Zanthoxylum ferrisiae
Zanthoxylum purpusii
Zanthoxylum xicense
Acer binzayedii
Acer mexicanum
Aesculus parryi
Averrhoidium spondioides
Balsas guerrerensis
Cardiospermum cuchujaquense
Cardiospermum dissectum
Cardiospermum spinosum
Cardiospermum tortuosum
Exothea copalillo
Houssayanthus biternatus
Houssayanthus serjanioides
Matayba floribunda
Paullinia sonorensis
Serjania albida
Serjania brachylopha
Serjania brachystachya
Serjania californica
Serjania cambessedeana
Serjania corindifolia
Serjania cystocarpa
Serjania emarginata
Serjania flaviflora
Serjania fuscopunctata
Serjania heterocarpa
Serjania impressa
Serjania macrococca
Serjania oaxacana
Serjania pacifica
Serjania palmeri
Serjania plicata
Serjania pygmaea
Serjania rekoi
Serjania rhytidococca
Serjania rutifolia
Serjania schiedeana
Serjania sphenocarpa
Serjania subtriplinervis
Serjania trifoliolata
Serjania unguiculata
Serjania vesicosa
Thouinia villosa
Thouinidium insigne
Thouinidium oblongum
Castela peninsularis
Castela polyandra
Castela retusa
Picrasma mexicana
Byrnesia bernalensis
Cremnophila linguifolia
Cremnophila nutans
Cremnophila tlahuicana
Dudleya acuminata
Dudleya albiflora
Dudleya anomala
Dudleya anthonyi
Dudleya brittonii
Dudleya campanulata
Dudleya gatesii
Dudleya guadalupensis
Dudleya ingens
Dudleya nubigena
Dudleya pachyphytum
Dudleya pauciflora
Dudleya rigidiflora
Dudleya rubens
Echeveria acutifolia
Echeveria affinis
Echeveria agavoides
Echeveria alata
Echeveria amoena
Echeveria amphoralis
Echeveria angustifolia
Echeveria bella
Echeveria bifida
Echeveria brachetii
Echeveria byrnesii
Echeveria calderoniae
Echeveria calycosa
Echeveria canaliculata
Echeveria cante
Echeveria carminea
Echeveria carnicolor
Echeveria cerrograndensis
Echeveria coccinea
Echeveria colorata
Echeveria coppii
Echeveria coruana
Echeveria craigiana
Echeveria crenulata
Echeveria cuicatecana
Echeveria cuspidata
Echeveria chapalensis
Echeveria chazaroi
Echeveria chihuahuansis
Echeveria dactylifera
Echeveria derenbergii
Echeveria diffractens
Echeveria elegans
Echeveria fimbriata
Echeveria fulgens
Echeveria gigantea
Echeveria globuliflora
Echeveria globulosa
Echeveria goldmanii
Echeveria gracilis
Echeveria grandiflora
Echeveria grisea
Echeveria halbingeri
Echeveria harmsii
Echeveria helmutiana
Echeveria heterosepala
Echeveria humilis
Echeveria hyalina
Echeveria juarezensis
Echeveria kimnachii
Echeveria laui
Echeveria leucotricha
Echeveria lilacina
Echeveria longiflora
Echeveria longissima
Echeveria lozanoi
Echeveria lurida
Echeveria lutea
Echeveria lyonsii
Echeveria macdougallii
Echeveria marianae
Echeveria maxoni
Echeveria megacalyx
Echeveria meyraniana
Echeveria microcalyx
Echeveria michihuacana
Echeveria minima
Echeveria mondragoniana
Echeveria moranii
Echeveria mucronata
Echeveria multicaulis
Echeveria munizii
Echeveria nayaritensis
Echeveria nebularum
Echeveria nodulosa
Echeveria novogaliciana
Echeveria nuyooensis
Echeveria obtusifolia
Echeveria olivacea
Echeveria palmeri
Echeveria paniculata
Echeveria parrasana
Echeveria patriotica
Echeveria peacockii
Echeveria penduliflora
Echeveria perezcalixii
Echeveria pilosa
Echeveria pistioides
Echeveria potosina
Echeveria pringlei
Echeveria procera
Echeveria prunina
Echeveria pulidonis
Echeveria pulvinata
Echeveria purhepecha
Echeveria purpusorum
Echeveria racemosa
Echeveria reglensis
Echeveria rodolfoi
Echeveria rosea
Echeveria roseiflora
Echeveria rubromarginata
Echeveria rulfiana
Echeveria sanchez-mejoradae
Echeveria schaffneri
Echeveria scheerii
Echeveria secunda
Echeveria semivestita
Echeveria sessiliflora
Echeveria setosa
Echeveria shaviana
Echeveria skinneri
Echeveria sonianevadensis
Echeveria spectabilis
Echeveria subalpina
Echeveria subcorymbosa
Echeveria subrigida
Echeveria subsessilis
Echeveria tamaulipana
Echeveria tencho
Echeveria tenuifolia
Echeveria tenuis
Echeveria tobarensis
Echeveria tolimanensis
Echeveria tolucensis
Echeveria trianthina
Echeveria triquiana
Echeveria turgida
Echeveria uhlii
Echeveria unguiculata
Echeveria valvata
Echeveria violescens
Echeveria viridissima
Echeveria walpoleana
Echeveria waltheri
Echeveria xichuensis
Echeveria yalmanantlanensis
Echeveria zorzaniana
Graptopetalum amethystinum
Graptopetalum bellum
Graptopetalum craigii
Graptopetalum filiferum
Graptopetalum fruticosum
Graptopetalum grande
Graptopetalum macdougallii
Graptopetalum marginatum
Graptopetalum mendozae
Graptopetalum mexicanum
Graptopetalum occidentale
Graptopetalum pachyphyllum
Graptopetalum pentandrum
Graptopetalum pusillum
Graptopetalum saxifragoides
Graptopetalum sinaloensis
Lenophyllum acutifolium
Lenophyllum guttatum
Lenophyllum latum
Lenophyllum obtusum
Lenophyllum reflexum
Pachyphytum bracteosum
Pachyphytum brachetii
Pachyphytum brevifolium
Pachyphytum caesium
Pachyphytum compactum
Pachyphytum confusum
Pachyphytum contrerasii
Pachyphytum fittkaui
Pachyphytum garciae
Pachyphytum glutinicaule
Pachyphytum hookeri
Pachyphytum huastecanum
Pachyphytum kimnachii
Pachyphytum longifolium
Pachyphytum machucae
Pachyphytum oviferum
Pachyphytum rzedowskii
Pachyphytum viride
Pachyphytum werdermannii
Sedum alamosanum
Sedum alexanderi
Sedum allantoides
Sedum batallae
Sedum botterii
Sedum bourgaei
Sedum burrito
Sedum caducum
Sedum calcaratum
Sedum calcicola
Sedum carinatifolium
Sedum catorce
Sedum clausenii
Sedum clavatum
Sedum clavifolium
Sedum commixtum
Sedum compactum
Sedum confusum
Sedum conzattii
Sedum copalense
Sedum cormiferum
Sedum corynephyllum
Sedum cupressoides
Sedum cuspidatum
Sedum chihuahuense
Sedum chloropetalum
Sedum chrysicaulum
Sedum dendroideum
Sedum diffusum
Sedum diminutum
Sedum dispermum
Sedum dulcinomen
Sedum edwardsii
Sedum farinosum
Sedum flaccidum
Sedum forreri
Sedum frutescens
Sedum furfuraceum
Sedum fuscum
Sedum glabrum
Sedum glassii
Sedum globuliflorum
Sedum grandipetalum
Sedum grandisepalum
Sedum greggii
Sedum griseum
Sedum guadalajaranum
Sedum gypsophilum
Sedum hemsleyanum
Sedum hernandezii
Sedum hintonii
Sedum hintoniorum
Sedum hultenii
Sedum humifusum
Sedum hypogaeum
Sedum jaliscanum
Sedum jerzedowskii
Sedum jurgensenii
Sedum latifilamentum
Sedum liebmannianum
Sedum longipes
Sedum lucidum
Sedum lumholtzii
Sedum macdonaldii
Sedum macdougallii
Sedum madrense
Sedum mellitulum
Sedum meyranianum
Sedum minimum
Sedum mocinianum
Sedum moniliforme
Sedum morganianum
Sedum muscoideum
Sedum napiferum
Sedum neovolcanicum
Sedum niveum
Sedum nussbaumerianum
Sedum oaxacanum
Sedum obcordatum
Sedum ocuilense
Sedum orbatum
Sedum oteroi
Sedum oxycoccoides
Sedum oxypetalum
Sedum pachucense
Sedum pachyphyllum
Sedum palmeri
Sedum papillicaulum
Sedum pentastamineum
Sedum perezdelarosae
Sedum piaxtlaense
Sedum porphyranthes
Sedum potosinum
Sedum pringlei
Sedum pulvinatum
Sedum quadripetalum
Sedum quevae
Sedum raramuri
Sedum reptans
Sedum retusum
Sedum rhodocarpum
Sedum roberti
Sedum scopulinum
Sedum semiteres
Sedum sinforosanum
Sedum spathulisepalum
Sedum stahlii
Sedum suaveolens
Sedum submontanum
Sedum tamaulipensis
Sedum tehuaztlense
Sedum tortuosum
Sedum torulosum
Sedum treleasei
Sedum trichromum
Sedum tuberculatum
Sedum versadense
Sedum vinicolor
Tacitus bellus
Thompsonella colliculosa
Thompsonella garcia-mendozae
Thompsonella minutiflora
Thompsonella mixtecana
Thompsonella nellydiegoae
Thompsonella platyphylla
Thompsonella spathulata
Thompsonella xochipalensis
Villadia acuta
Villadia albiflora
Villadia aperta
Villadia aristata
Villadia cucullata
Villadia diffusa
Villadia grandisepala
Villadia imbricata
Villadia laxa
Villadia levis
Villadia minutiflora
Villadia misera
Villadia nelsonii
Villadia painteri
Villadia patula
Villadia platystyla
Villadia pringlei
Villadia ramirezii
Villadia ramosissima
Villadia recurva
Villadia stricta
Ribes affine
Ribes brandegeei
Ribes ceriferum
Ribes chihuahuense
Ribes dugesii
Ribes fontinale
Ribes grandisepalum
Ribes madrense
Ribes neglectum
Ribes nelsonii
Ribes orizabae
Ribes speciosum
Ribes tortuosum
Hamamelis mexicana
Molinadendron sinaloense
Pterostemon bravoanus
Pterostemon mexicanus
Pterostemon rotundifolius
Heuchera acutifolia
Heuchera amoena
Heuchera lakelae
Heuchera longipetala
Heuchera mexicana
Heuchera orizabensis
Heuchera wellsiae
Micranthes mexicana
Saxifraga eriophora
Bonamia elliptica
Bonamia mexicana
Bonamia multicaulis
Calycobolus nutans
Calycobolus velutinus
Convolvulus rozynskii
Cuscuta cotijana
Cuscuta chapalana
Cuscuta choisiana
Cuscuta deltoidea
Cuscuta desmouliniana
Cuscuta gracillima
Cuscuta iguanella
Cuscuta insolita
Cuscuta lacerata
Cuscuta lindsayi
Cuscuta macrocephala
Cuscuta macvaughii
Cuscuta mexicana
Cuscuta modesta
Cuscuta montana
Cuscuta ortegana
Cuscuta polyanthemos
Cuscuta potosina
Cuscuta purpusii
Cuscuta serruloba
Cuscuta strobilacea
Cuscuta timida
Cuscuta veatchii
Cuscuta volcanica
Dichondra nivea
Evolvulus choapanus
Evolvulus hallierii
Evolvulus palmeri
Evolvulus prostratus
Evolvulus purpusii
Evolvulus rotundifolius
Ipomoea ampullacea
Ipomoea angustata
Ipomoea bombycina
Ipomoea bracteata
Ipomoea calcicoloa
Ipomoea ciervensis
Ipomoea concolora
Ipomoea conzattii
Ipomoea cuernavacensis
Ipomoea cuprinacoma
Ipomoea chamelana
Ipomoea chilopsidis
Ipomoea decemcornuta
Ipomoea diegoae
Ipomoea dimorphophylla
Ipomoea discoidea
Ipomoea durangensis
Ipomoea electrina
Ipomoea emetica
Ipomoea eximia
Ipomoea expansa
Ipomoea fissifolia
Ipomoea funis
Ipomoea gesnerioides
Ipomoea gloverae
Ipomoea halierca
Ipomoea hartwegii
Ipomoea hastigera
Ipomoea hirta
Ipomoea ignava
Ipomoea igualensis
Ipomoea intrapilosa
Ipomoea invicta
Ipomoea jacalana
Ipomoea jalapa
Ipomoea jicama
Ipomoea kahloiae
Ipomoea kruseana
Ipomoea laeta
Ipomoea lambii
Ipomoea lenis
Ipomoea leonensis
Ipomoea lottiae
Ipomoea lozanii
Ipomoea macdonaldii
Ipomoea madrensis
Ipomoea mcphersonii
Ipomoea mcvaughii
Ipomoea miquihuanensis
Ipomoea noctulifolia
Ipomoea perpartita
Ipomoea petrophila
Ipomoea pochutlensis
Ipomoea proxima
Ipomoea pruinosa
Ipomoea pseudoracemosa
Ipomoea punticulata
Ipomoea ramulosa
Ipomoea rhomboidea
Ipomoea robinsonii
Ipomoea rubens
Ipomoea rzedowskii
Ipomoea scopulorum
Ipomoea schaffneri
Ipomoea sescossiana
Ipomoea simulans
Ipomoea sororia
Ipomoea spectata
Ipomoea stans
Ipomoea suaveolens
Ipomoea tabascana
Ipomoea tacambarensis
Ipomoea tastensis
Ipomoea tehuantepecensis
Ipomoea temascaltepecensis
Ipomoea tentaculifera
Ipomoea teotitlanica
Ipomoea urbinei
Ipomoea venusta
Ipomoea zacatecana
Ipomoea zimmermanii
Jacquemontia abutiloides
Jacquemontia albida
Jacquemontia nelsonii
Jacquemontia oaxacana
Jacquemontia ovalifolia
Jacquemontia pycnocephala
Jacquemontia smithii
Merremia aurea
Merremia austinii
Merremia cieloensis
Merremia macdonaldii
Merremia palmeri
Merremia platyphylla
Operculina platyphylla
Athenaea purpusii
Bouchetia arniatera
Bouchetia procumbens
Cestrum elegans
Cestrum endlicheri
Cestrum flavescens
Cestrum flavinervium
Cestrum fulvescens
Cestrum galeottianum
